entidad_a,ubicageo_c,municip1,evefaltt,evefal1,evefal2,evefal3,evefal4,evefal5,evefal6,evefal7,evefal8,evefal9,evefal10,evefal11,evefal12,evefal13,evefal14,evefal15,evefal16
15,15031,CHIMALHUACÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15032,DONATO GUERRA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15033,ECATEPEC DE MORELOS,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15034,ECATZINGO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15035,HUEHUETOCA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15036,HUEYPOXTLA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15037,HUIXQUILUCAN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15038,ISIDRO FABELA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15039,IXTAPALUCA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15040,IXTAPAN DE LA SAL,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15041,IXTAPAN DEL ORO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15042,IXTLAHUACA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15043,XALATLACO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15044,JALTENCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15045,JILOTEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15046,JILOTZINGO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15047,JIQUIPILCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15048,JOCOTITLÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15049,JOQUICINGO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15050,JUCHITEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15051,LERMA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15052,MALINALCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15053,MELCHOR OCAMPO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15054,METEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15055,MEXICALTZINGO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15056,MORELOS,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15057,NAUCALPAN DE JUÁREZ,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15058,NEZAHUALCÓYOTL,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15059,NEXTLALPAN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15060,NICOLÁS ROMERO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15061,NOPALTEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15062,OCOYOACAC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15063,OCUILAN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15064,EL ORO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15065,OTUMBA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15066,OTZOLOAPAN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15067,OTZOLOTEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15068,OZUMBA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15069,PAPALOTLA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15070,LA PAZ,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15071,POLOTITLÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15072,RAYÓN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15073,SAN ANTONIO LA ISLA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15074,SAN FELIPE DEL PROGRESO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15075,SAN MARTÍN DE LAS PIRÁMIDES,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15076,SAN MATEO ATENCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15077,SAN SIMÓN DE GUERRERO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15078,SANTO TOMÁS,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15079,SOYANIQUILPAN DE JUÁREZ,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15080,SULTEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15081,TECÁMAC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15082,TEJUPILCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15083,TEMAMATLA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15084,TEMASCALAPA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15085,TEMASCALCINGO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15086,TEMASCALTEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15087,TEMOAYA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15088,TENANCINGO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15089,TENANGO DEL AIRE,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15090,TENANGO DEL VALLE,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15091,TEOLOYUCÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15092,TEOTIHUACÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15093,TEPETLAOXTOC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15094,TEPETLIXPA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15095,TEPOTZOTLÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15096,TEQUIXQUIAC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15097,TEXCALTITLÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15098,TEXCALYACAC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15099,TEXCOCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15100,TEZOYUCA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15101,TIANGUISTENCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15102,TIMILPAN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15103,TLALMANALCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15104,TLALNEPANTLA DE BAZ,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15105,TLATLAYA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15106,TOLUCA,1,1,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,1,0
15,15107,TONATICO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15108,TULTEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15109,TULTITLÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15110,VALLE DE BRAVO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15111,VILLA DE ALLENDE,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15112,VILLA DEL CARBÓN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15113,VILLA GUERRERO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15114,VILLA VICTORIA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15115,XONACATLÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15116,ZACAZONAPAN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15117,ZACUALPAN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15118,ZINACANTEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15119,ZUMPAHUACÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15120,ZUMPANGO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15121,CUAUTITLÁN IZCALLI,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15122,VALLE DE CHALCO SOLIDARIDAD,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15123,LUVIANOS,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15124,SAN JOSÉ DEL RINCÓN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15125,TONANITLA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,
15,15999,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
16,16001,ACUITZIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16002,AGUILILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16003,ÁLVARO OBREGÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16004,ANGAMACUTIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16005,ANGANGUEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16006,APATZINGÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16007,APORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16008,AQUILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16009,ARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16010,ARTEAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16011,BRISEÑAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16012,BUENAVISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16013,CARÁCUARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16014,COAHUAYANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16015,COALCOMÁN DE VÁZQUEZ PALLARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16016,COENEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16017,CONTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16018,COPÁNDARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16019,COTIJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16020,CUITZEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16021,CHARAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16022,CHARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16023,CHAVINDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16024,CHERÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16025,CHILCHOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16026,CHINICUILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16027,CHUCÁNDIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16028,CHURINTZIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16029,CHURUMUCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16030,ECUANDUREO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16031,EPITACIO HUERTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16032,ERONGARÍCUARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16033,GABRIEL ZAMORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16034,HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16035,LA HUACANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16036,HUANDACAREO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16037,HUANIQUEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16038,HUETAMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16039,HUIRAMBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16040,INDAPARAPEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16041,IRIMBO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16042,IXTLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16043,JACONA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16044,JIMÉNEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16045,JIQUILPAN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA
16,16046,JUÁREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16047,JUNGAPEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16048,LAGUNILLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16049,MADERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16050,MARAVATÍO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16051,MARCOS CASTELLANOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16052,LÁZARO CÁRDENAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16053,MORELIA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16054,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16055,MÚGICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16056,NAHUATZEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16057,NOCUPÉTARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16058,NUEVO PARANGARICUTIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16059,NUEVO URECHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16060,NUMARÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16061,OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16062,PAJACUARÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16063,PANINDÍCUARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16064,PARÁCUARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16065,PARACHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16066,PÁTZCUARO,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA
16,16067,PENJAMILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16068,PERIBÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16069,LA PIEDAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16070,PURÉPERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16071,PURUÁNDIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16072,QUERÉNDARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16073,QUIROGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16074,COJUMATLÁN DE RÉGULES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16075,LOS REYES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16076,SAHUAYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16077,SAN LUCAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16078,SANTA ANA MAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16079,SALVADOR ESCALANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16080,SENGUIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16081,SUSUPUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16082,TACÁMBARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16083,TANCÍTARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16084,TANGAMANDAPIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16085,TANGANCÍCUARO,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA
16,16086,TANHUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16087,TARETAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16088,TARÍMBARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16089,TEPALCATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16090,TINGAMBATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16091,TINGÜINDÍN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16092,TIQUICHEO DE NICOLÁS ROMERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16093,TLALPUJAHUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16094,TLAZAZALCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16095,TOCUMBO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16096,TUMBISCATÍO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16097,TURICATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16098,TUXPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16099,TUZANTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16100,TZINTZUNTZAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16101,TZITZIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16102,URUAPAN,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
16,16103,VENUSTIANO CARRANZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16104,VILLAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16105,VISTA HERMOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16106,YURÉCUARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16107,ZACAPU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16108,ZAMORA,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA
16,16109,ZINÁPARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16110,ZINAPÉCUARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16111,ZIRACUARETIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16112,ZITÁCUARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16113,JOSÉ SIXTO VERDUZCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
16,16997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,
16,16999,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17001,AMACUZAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17002,ATLATLAHUCAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17003,AXOCHIAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17004,AYALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17005,COATLÁN DEL RÍO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17006,CUAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17007,CUERNAVACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17008,EMILIANO ZAPATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17009,HUITZILAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17010,JANTETELCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17011,JIUTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17012,JOJUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17013,JONACATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17014,MAZATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17015,MIACATLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17016,OCUITUCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17017,PUENTE DE IXTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17018,TEMIXCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17019,TEPALCINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17020,TEPOZTLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17021,TETECALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17022,TETELA DEL VOLCÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17023,TLALNEPANTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17024,TLALTIZAPÁN DE ZAPATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17025,TLAQUILTENANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17026,TLAYACAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17027,TOTOLAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17028,XOCHITEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17029,YAUTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17030,YECAPIXTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17031,ZACATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17032,ZACUALPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17033,TEMOAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17034,COATETELCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17035,XOXOCOTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17036,HUEYAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
17,17997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,
17,17999,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
18,18001,ACAPONETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18002,AHUACATLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18003,AMATLÁN DE CAÑAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18004,COMPOSTELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18005,HUAJICORI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18006,IXTLÁN DEL RÍO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18007,JALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18008,XALISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
