Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Presidentas y Presidentes Municipales 

estado,municipio,id_estado,id_municipio,cve_inegi,nombre,ap_paterno,ap_materno,sexo,partido,integrantes,descripcion,pdo_gob_ini,pdo_gob_fin,direccion,pag_web,cve_lada,telefono,total_pob,hombres,mujeres
"MÈxico","Acambay de RuÌz CastaÒeda","15","1","15001","MARIBEL","ALCANTARA","NU—EZ","M","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PALACIO MUNICIPAL PLAZA HIDALGO # 1, CENTRO, ACAMBAY, MEX. CP. 50300","http:// https://acambay.gob.mx/","718","1-27-00-85; 1-01-00-00 EXT. 315","67872","32617","35255"
"MÈxico","Acolman","15","2","15002","RIGOBERTO","CORTES","MELGOZA","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL CALZ. DE LOS AGUSTINOS S/N, CENTRO, ACOLMAN, MEX. C.P. 55870","http://","594","9-57-00-50; 9-57-14-60","171507","86228","85279"
"MÈxico","Aculco","15","3","15003","JORGE ALFREDO","OSORNIO","VICTORIA","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION # 1, CENTRO, ACULCO, MEX. CP. 50360","http://","718","1-24-00-01; 1-24-01-45 EXT. 104","49266","24089","25177"
"MÈxico","Almoloya de Alquisiras","15","4","15004","LEOPOLDO","DOMINGUEZ","FLORES","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA JORGE FIGUEROA S/N, CENTRO, ALMOLOYA DE ALQUIRAS, MEX. CP. 51860","http://","716","1-44-51-96; 1-44-51-65","15333","7281","8052"
"MÈxico","Almoloya de Ju·rez","15","5","15005","OSCAR","SANCHEZ","GARCIA","H","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. MORELOS S/N, CENTRO, ALMOLOYA DE JUAREZ, MEX. C.P. 50900","http:// http://almoloyadejuarez.com/","725","1-36-19-57; 1-36-03-67 EXT. 102; 136-02-56 EXT.101","174587","87130","87457"
"MÈxico","Almoloya del RÌo","15","6","15006","ESMERALDA","GONZALEZ","LAGUNAS","M","PVEM","","PARTIDO VERDE ECOLOGISTA DE M…XICO ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA CHIGNAHUAPAN S/N, CENTRO, ALMOLOYA DEL RIO, MEX. C.P. 52540","http://","713","1-31-52-82; 1-31-62-73","12694","6150","6544"
"MÈxico","Amanalco","15","7","15007","MARIA ELENA ","MARTINEZ","ROBLES","M","PMC","","PARTIDO MOVIMIENTO CIUDADANO","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. 16 DE SEPTIEMBRE # 100, CENTRO, AMANALCO, MEX. CP. 51260","http://","726","1-10-17-64; 1-10-17-02","23675","11534","12141"
"MÈxico","Amatepec","15","8","15008","OBED","SANTOS","ROJO","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. MIGUEL HIDALGO S/N, CENTRO, AMATEPEC, MEX. C.P. 51500","http://","716","1-61-11-81; 1-61-00-71","25244","12247","12997"
"MÈxico","Amecameca","15","9","15009","IVETTE","TOPETE","GARCIA","M","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION S/N, CENTRO, AMECAMECA, MEX. CP. 56900","http://https://amecameca.gob.mx/","597","5979-7809-89","53441","25440","28001"
"MÈxico","Apaxco","15","10","15010","JESUS GASPAR","MONTIEL","RODRIGUEZ ","H","FXM","","FUERZA POR M…XICO","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA MELCHOR OCAMPO S/N, CENTRO, APAXCO, MEX. C.P. 55660","https://apaxco.gob.mx/","599","599 99 827 00","31898","15633","16265"
"MÈxico","Atenco","15","11","15011","TALIA CITLALI","CRUZ ","SANCHEZ ","M","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL CALLE 27 DE SEPTIEMBRE 103, CENTRO, ATENCO, MEX. CP. 56300","https://atencoedomex.gob.mx/","595","9-53-28-94; 9-53-28-88","75489","37052","38437"
"MÈxico","Atizap·n","15","12","15012","ISAAC","REYES ","SALAZAR","H","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA MARIA PLIEGO S/N, CENTRO, SANTA CRUZ ATIZAPAN, MEX. C.P. 52500","http://","713","1-31-51-66; 1-31-67-19 EXT. 15","12984","6287","6697"
"MÈxico","Atizap·n de Zaragoza","15","13","15013","PEDRO DAVID","RODRIGUEZ ","VILLEGAS ","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL BLVD. ADOLFO LOPEZ MATEOS # 91, EL POTRERO, ATIZAPAN DE ZARAGOZA, MEX. CP. 52975","http://","55","55 3622 2800","523674","253429","270245"
"MÈxico","Atlacomulco","15","14","15014","MARISOL DEL SOCORRO","ARIAS","FLORES","M","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PALACIO MUNICIPAL S/N, CENTRO, ATLACOMULCO DE FAVELA, MEX. C.P. 50450","https://atlacomulco.gob.mx/","712","(712) 122 03 33 o (712) 122 01 57 Ext. 110 o 108","109384","52218","57166"
"MÈxico","Atlautla","15","15","15015","RAUL","NAVARRO","RIVERA","H","PRD","","PARTIDO DE LA REVOLUCI”N DEMOCR¡ÅTICA","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. JUAREZ S/N, ATLAUTLA CENTRO, MEX. C.P. 56970","http://","597","9-76-23-60","31900","15585","16315"
"MÈxico","Axapusco","15","16","15016","MIRIAM","CORONEL ","MENESES ","M","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL VICENTE GUERRERO S/N, CENTRO, AXAPUSCO, MEX. C.P. 55940","http://axapusco.edomex.gob.mx/acerca-ayuntamiento","592","(592) 9221240.","29128","14287","14841"
"MÈxico","Ayapango","15","17","15017","RENE MARTIN","VELAZQUEZ ","SORIANO ","H","PRD","","PARTIDO DE LA REVOLUCI”N DEMOCR¡ÅTICA","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION S/N, CENTRO, AYAPANGO DE GABRIEL RAMOS, MEX. CP. 56760","https://ayapango.gob.mx/","597","597 982 4149","10053","4810","5243"
"MÈxico","Calimaya","15","18","15018","OSCAR","HERNANDEZ ","MEZA","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL , JARDÕN CENTRAL ENRIQUE CARNEADO No. 1, COL. CENTRO, CALIMAYA ESTADO DE MEX. CP. 52200","https://calimaya.gob.mx/","722","171-52-02; 171-57-90","68489","33388","35101"
"MÈxico","Capulhuac","15","19","15019","CASIMIRO EMMANUEL","ALVARADO","DIAZ","H","PRD","","PARTIDO DE LA REVOLUCI”N DEMOCR¡ÅTICA","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA HOMBRES ILUSTRES S/N, CENTRO, CAPULHUAC, MEX. CP. 52700","https://capulhuac.edomex.gob.mx/?fbclid=IwAR25Bwc1","713","1-33-64-51; 1-35-41-72","36921","17778","19143"
"MÈxico","Coacalco de Berrioz·bal","15","20","15020","DAVID","SANCHEZ ","ISIDORO ","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL SEVERIANO REYES S/N ESQ. 5 DE FEBRERO, CENTRO, COACALCO, MEX. CP. 55700","http://www.presidenciacoacalco20192021","55","58-98-90-23; 58-98-99-93 EXTS. 2005, 2039","293444","141107","152337"
"MÈxico","Coatepec Harinas","15","21","15021","MARCO ANTONIO","DIAZ","JUAREZ","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL JUAREZ S/N ESQ. MORELOS, CENTRO, COATEPEC HARINAS, MEX. C.P. 51700","http://","723","(723) 14 5 00 66","38643","18560","20083"
"MÈxico","Cocotitl·n","15","22","15022","FELIX","GUZMAN ","FLORIN","H","PMC","","PARTIDO MOVIMIENTO CIUDADANO","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. SALTO DEL AGUA S/N, CENTRO COCOTITLAN, MEX. CP. 56680","http://www.presidenciamunicipal@cocotitlan.gob.mx","55","59-82-06-03; 59-82-06-07","15107","7350","7757"
"MÈxico","Coyotepec","15","23","15023","ANDRES OSCAR","MONTOYA","MARTINEZ ","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA PRINCIPAL # 1, BO. LA CABECERA, COYOTEPEC, MEX. C.P. 54660","http://","593","9-15-26-89","40885","19992","20893"
"MÈxico","Cuautitl·n","15","24","15024","ALDO","LEZAMA ","REYNA","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL ALFONSO REYES S/N0.COL. SANTA MARÕA ESQ. CON VENUSTIANO CARRANZA, CUAUTITLAN, MEX. CP. 54820","http://","55","26-20-78-00 EXT. 7803","178847","87666","91181"
"MÈxico","Chalco","15","25","15025","JOSE MIGUEL","GUTIERREZ","MORALES","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. REFORMA # 4, CENTRO, CHALCO, MEX. CP. 56600","http://","55","59-73-07-30; 59-72-82-80","400057","193129","206928"
"MÈxico","Chapa de Mota","15","26","15026","ANICETO PASTOR","CRUZ ","GARCIA","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PALACIO MUNICIPAL JOSEFA ORTIZ DE DOMINGUEZ # 1, CENTRO, CHAPA DE MOTA, MEX. CP. 54350","http://","588","9-92-03-22; 9-92-03-63; 9-92-02-09","31737","15524","16213"
"MÈxico","Chapultepec","15","27","15027","LAURA AMALIA","GONZALEZ","MARTINEZ ","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. INDEPENDENCIA # 300, CENTRO, CHAPULTEPEC, MEX. CP. 52240","http://www.chapultepec.gob.mx/yoamochapultepec@cha","722","722-263-0855","12772","6165","6607"
"MÈxico","Chiautla","15","28","15028","MARICELA","MELO ","ROJAS","M","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. DEL TRABAJO S/N, CENTRO, CHIAUTLA, MEX. CP. 56030","http://","595","9-52-05-50; 9-52-05-51","30045","14668","15377"
"MÈxico","Chicoloapan","15","29","15029","NANCY JAZMIN","GOMEZ","VARGAS","M","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION S/N, CENTRO, CHICOLOAPAN, MEX. C.P. 56370","http://","55","88 40 70 38","200750","97195","103555"
"MÈxico","Chiconcuac","15","30","15030","AGUSTINA CATALINA","VELASCO ","VICU—A","M","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION # 1, CENTRO, CHICONCUAC, MEX. CP. 56270","https://www.chiconcuac.gob.mx/integrantes-del-ayun","595","59 59 53 07 57","27692","13548","14144"
"MÈxico","Chimalhuac·n","15","31","15031","XOCHITL","FLORES ","JIMENEZ","M","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL CABECERA MUNICIPAL, CENTRO, CHIMALHUACAN, MEX. C.P. 56330","https://chimalhuacan.gob.mx/","55","55 21 26 72 64 / 55 96 88 81 91","705193","344571","360622"
"MÈxico","Donato Guerra","15","32","15032","MARIA DEL CARMEN","ALBARRAN","GABRIEL ","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PALACIO MUNICIPAL PLAZA HIDALGO S/N, CENTRO DONATO GUERRA, MEX. CP. 51030","https://donatoguerra.gob.mx/","726","726 110 1648","37436","18391","19045"
"MÈxico","Ecatepec de Morelos","15","33","15033","LUIS FERNANDO","VILCHIS ","CONTRERAS ","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PALACIO MUNICIPAL AV. JU","https://www.ecatepec.gob.mx/?fbclid=IwAR0a84EoBN-z","55","58-36-15-00; 2-51-54-68; 2-51-54-86 EXT. 103","1645352","798549","846803"
"MÈxico","Ecatzingo","15","34","15034","REBECA","PEREZ ","MARTINEZ ","M","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL BARRIO SAN JOSE, CENTRO, ECATZINGO, MEX. C.P. 56990","http://www.ecatzingo.gob.mx","597","1-09-71-69","10827","5321","5506"
"MÈxico","Huehuetoca","15","35","15035","MILTON","CASTA—EDA ","DIAZ","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA HIDALGO S/N, CENTRO, HUEHUETOCA, MEX. C.P. 54680","http://","593","9-18-02-04 EXT. 207","163244","80016","83228"
"MÈxico","Hueypoxtla","15","36","15036","DIEGO","VARGAS","COLIN","H","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA JUAREZ S/N, CENTRO, HUEYPOXTLA, MEX. C.P. 55670","http://","599","9-11-90-04; 9-11-90-82 EXT. 103","46757","23108","23649"
"MÈxico","Huixquilucan","15","37","15037","ROMINA","CONTRERAS ","CARRASCO","M","PAN","","PARTIDO ACCI”N NACIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL NICOLAS BRAVO S/N, ESQ. RAYON, CENTRO, HUIXQUILUCAN, MEX. C.P. 52760","http://","55","82-84-22-29; 82-84-22-30;82-84-22-31; 52-67-29-00¬","284965","136466","148499"
"MÈxico","Isidro Fabela","15","38","15038","ASTRID ANITA","DAVILA","ORDO—EZ","M","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. CONSTITUCION # 1, CENTRO, ISIDRO FABELA, MEX. C.P. 54480","http://","55","89-94-62-92; 89-94-62-91","11929","5817","6112"
"MÈxico","Ixtapaluca","15","39","15039","FELIPE RAFAEL","ARVIZU ","DE LA LUZ ","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL MUNICIPIO LIBRE 1, CENTRO, IXTAPALUCA, MEX. C.P. 56530","http://","55","59-72-85-00; 59-72-64-87 ext. 2001","542211","263083","279128"
"MÈxico","Ixtapan de la Sal","15","40","15040","EDGAR MISAEL","OCAMPO ","AYALA","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA HIDALGO S/N, CENTRO, IXTAPAN DEL ORO, MEX. C.P. 51070","http://","721","1-43-06-00; 1-45-53-86","36911","17676","19235"
"MÈxico","Ixtapan del Oro","15","41","15041","BENIGNO","ARROYO ","BAUTISTA","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA HIDALGO S/N, CENTRO, IXTAPAN DEL ORO, MEX. C.P. 51070","http://","726","2-68-20-79;","6475","3215","3260"
"MÈxico","Ixtlahuaca","15","42","15042","ABUZEID","LOZANO ","CASTA—EDA","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA HIDALGO S/N, CENTRO, IXTAPAN DEL ORO, MEX. C.P. 51070","http://","712","1-22-99-02","160139","76775","83364"
"MÈxico","Xalatlaco","15","43","15043","ABEL","FLORES ","GUZMAN","H","MORENA","","MORENA","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. 16 DE SEPTIEMBRE # 1, CENTRO, XALATLACO, MEX. C.P. 52680","http://","713","1-31-11-09; 6-90-49-83","30687","14952","15735"
"MÈxico","Jaltenco","15","44","15044","MARIA DEL ROSARIO","PAYNE","ISLAS","M","MORENA","","MORENA","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. VICENTE GUERRERO S/N, CENTRO, JALTENGO, MEX. C.P. 55780","http://","55","49-11-55-15; 49-18-72-78","28217","13645","14572"
"MÈxico","Jilotepec","15","45","15045","RODOLFO","NOGUES","BARAJAS ","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL LEONA VICARIO # 101, CENTRO, JILOTEPEC, MEX. C.P. 54240","http://","761","7-34-00-22; 7-34-25-89; 7-34-41-72","87671","42810","44861"
"MÈxico","Jilotzingo","15","46","15046","ANA TERESA","CASAS","GONZALEZ ","M","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL CAMINO REAL # 1, CENTRO, JILOTZINGO, MEX. CP. 54570","http://","55","89-96-91-00; 89-96-91-01 EXT. 102","19877","9719","10158"
"MÈxico","Jiquipilco","15","47","15047","FELIPE DE JESUS","SANCHEZ ","DAVILA","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PALACIO MUNICIPAL PLAZA REFORMA # 1, CENTRO, JIQUIPILCO, MEX. CP. 50800","http://www.jiquipilco.gob.mx","712","1-11-42-02","76826","36464","40362"
"MÈxico","Jocotitl·n","15","48","15048","JOSE JESUS","CEDILLO ","GONZALEZ ","H","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA CONSTITUYENTES 1, CENTRO, JOCOTITLAN, MEX. C.P. 50700","http://","712","1-23-01-91; 1-23-01-90","69264","33245","36019"
"MÈxico","Joquicingo","15","49","15049","RAUSEL","CERVANTES ","HUERTAS","H","PVEM","","PARTIDO VERDE ECOLOGISTA DE M…XICO ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL MORELOS ESQ. MELCHOR OCAMPO CENTRO, JOQUICINGO, MEX. C.P. 52370","http://","714","14-00-533; 147-06-31","15428","7543","7885"
"MÈxico","Juchitepec","15","50","15050","MARISOL","NAVA","LINARES","M","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION S/N, CENTRO, JUCHITEPEC, MEX. C.P. 56860","http://","597","9-77-08-72 EXT. 101 Y 114","27116","13143","13973"
"MÈxico","Lerma","15","51","15051","MIGUEL ANGEL","RAMIREZ","PONCE","H","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA JUAREZ # 1, CENTRO, LERMA, MEX. C.P. 52000","http://","728","2-82-99-03; 2-82-99-03 EXT. 1137 Y 1106","170327","83968","86359"
"MÈxico","Malinalco","15","52","15052","JUAN ANTONIO","MENDOZA","PEDROZA","H","PVEM","","PARTIDO VERDE ECOLOGISTA DE M…XICO ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. PROGRESO # 2, BARRIO DE SAN JUAN, MALINALCO, MEX. CP. 52440","http://","714","1-47-01-33; 1-47-01-11 EXT. 104 Y 106","28155","13833","14322"
"MÈxico","Melchor Ocampo","15","53","15053","VICTORIA AURELIA","VIQUEZ","VEGA","M","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PRESIDENCIA MUNICIPAL CALLE ADOLFO LOPEZ MATEOS NO. 72, BARRIO SE?OR DE LOS MILAGROS, MELCHOR OCAMPO, MEX. 54880","http://","55","58-78-01-11; 58-78-07-42; 58-78-36-46","61220","29907","31313"
"MÈxico","Metepec","15","54","15054","FERNANDO GUSTAVO","FLORES ","FERNANDEZ ","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL VILLADA # 37 BARRIO ESP?RITU SANTO, CENTRO, METEPEC, MEX. CP. 52140","http://","722","2-35-82-22; 2-35-82-23","242307","115997","126310"
"MÈxico","Mexicaltzingo","15","55","15055","ARIADNE SARAY","BENITEZ ","ESPINOZA ","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. INDEPENDENCIA 100, CENTRO MEXICALTZINGO, MEX. CP. 52180","http://","722","2-63-09-07","13807","6753","7054"
"MÈxico","Morelos","15","56","15056","MIRIAM NANCY","GARCIA ","ANTONIO ","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL CALLE 5 DE MAYO S/N, CENTRO MORELOS, MEX CP. 50550","http://","712","1-23-91-94; 1-23-91-95","33164","15970","17194"
"MÈxico","Naucalpan de Ju·rez","15","57","15057","ANGELICA","MOYA ","MARIN","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. JUAREZ 39, FRACC. MIRADOR NAUCALPAN DE JUAREZ, MEX. CP. 53050","http://","55","53-71-83-00; 53-71-84-00 EXT. 1258, 1351","834434","402495","431939"
"MÈxico","NezahualcÛyotl","15","58","15058","ADOLFO","CERQUEDA","REBOLLO ","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PALACIO MUNICIPAL AV. CHIMALHUACAN S/N, BENITO JUAREZ, NEZAHUALCOYOTL, MEX. CP. 57000","http://","55","57-16-90-70; EXT. 1107, 1108","1077208","519922","557286"
"MÈxico","Nextlalpan","15","59","15059","-","-","-","-","-","-","-","2021-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. AYUNTAMIENTO ESQUINA CON AV. JUAREZ, NEXTLALPAN, MEX. CP. 55790","http://","55","49-11-51-51; 49-11-68-71; 49-11-68-72","57082","27988","29094"
"MÈxico","Nicol·s Romero","15","60","15060","ARMANDO","NAVARRETE ","LOPEZ ","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA PRINCIPAL, CENTRO NICOLAS ROMERO, MEX. CP. 54400","http://","55","53-71-25-00 EXT. 252","430601","209774","220827"
"MÈxico","Nopaltepec","15","61","15061","GUMARO","WALDO","LOPEZ ","H","PAN","","PARTIDO ACCI”N NACIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA PRINCIPAL, CENTRO NOPALTEPEC, MEX. CP. 55970","http://","592","92 4-50-05 EXT. 128","10351","5090","5261"
"MÈxico","Ocoyoacac","15","62","15062","SAMUEL","VERDEJA ","RUIZ","H","PVEM","","PARTIDO VERDE ECOLOGISTA DE M…XICO ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA DE LOS INSURGENTES # 1, CENTRO, OCOYOACAC, MEX. CP. 52740","http://","728","28- 7-51-14; 28-7-66-90 EXT. 103","72103","35221","36882"
"MÈxico","Ocuilan","15","63","15063","EMILIO","ARRIAGA ","VILLA","H","PES","","PARTIDO ENCUENTRO SOCIAL","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL CALLE LAZARO CARDENAS # 1, CENTRO OCUILAN, MEX. C.P. 52480","http://www.ocuilan.gob.mx","714","1-46-41-67; 1-46-44-17; 1-46-42-79","36223","17645","18578"
"MÈxico","El Oro","15","64","15064","RUTH","SALAZAR ","GARCIA","M","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL AV. DE LA CONSTITUCION # 24, CENTRO, EL ORO, MEX. C.P. 50600","http://","711","1-25-00-36; 1-25-00-99 EXT.102, 114","36937","17918","19019"
"MÈxico","Otumba","15","65","15065","HILARION","CORONEL ","LEMUS","H","PRI","","PARTIDO REVOLUCIONARIO INSTITUCIONAL ","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION S/N, CENTRO, OTUMBA, MEX. CP. 55900","http://","592","9-22-23-44","36331","18197","18134"
"MÈxico","Otzoloapan","15","66","15066","YURENI","NU—EZ ","GARCIA","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION S/N, CENTRO, OTZOLOAPAN, MEX. CP. 51130","http://","726","2-66-90-46; 266-91-68","4891","2397","2494"
"MÈxico","Otzolotepec","15","67","15067","ERIKA","SEVILLA ","ALVARADO ","M","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA HIDALGO # 1, VILLA CUAUHTEMOC, OTZOLOTEPEC, MEX. CP. 52080","http://","719","2-86-44-23; CONM. 2-86-03-14","88783","43447","45336"
"MÈxico","Ozumba","15","68","15068","VALENTIN","MARTINEZ ","CASTILLO ","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION # 1, CENTRO, OZUMBA, MEX. CP. 56800","http://","597","9-76-01-04; EXT. 120","30785","14752","16033"
"MÈxico","Papalotla","15","69","15069","RODRIGO","RUIZ ","MARTINEZ","H","COAL.","","PT-MORENA-NAEM","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA MORELOS # 1, BARRIO IXAYOC, PAPALOTLA, MEX. C.P. 56050","http://","595","9-53-85-79; 9-53-09-05 EXT. 107","4862","2338","2524"
"MÈxico","La Paz","15","70","15070","CRISTINA","GONZALEZ ","CRUZ ","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA GENERAL LUIS CERON S/N, CENTRO, LA PAZ, MEX. CP. 56400","http://","55","58-55-00-24; 58-56-67-38","304088","148202","155886"
"MÈxico","Polotitl·n","15","71","15071","TERESITA","SANCHEZ ","BARCENA","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL CALLE PLAZA CONSTITUCI?N, PORTAL HIDALGO # 7, CENTRO , POLOTITLAN, MEX. C.P. 54200","http://","427","2-66-00-61; 2-66-06-83; 2-66-03-05; 2-66-02-71 EXT. 71047, 71048, 71049","14985","7329","7656"
"MÈxico","RayÛn","15","72","15072","ERICK VLADIMIR","CEDILLO ","HINOJOSA","H","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL PLAZA 22 DE OCTUBRE S/N, CENTRO, RAYON, MEX. CP. 52360","http://","717","1-32-00-45","15972","7749","8223"
"MÈxico","San Antonio la Isla","15","73","15073","LIZETH MARLENE","SANDOVAL ","COLINDRES","M","COAL.","PAN-PRI-PRD","COALICI”N","2022-01-01","2024-12-31","PRESIDENCIA MUNICIPAL VICENTE VILLADA S/N, COL. CENTRO, SAN ANTONIO LA ISLA, MEX. C.P. 52280","http://","717","1-32-12-39; SINDICATURA 1-32-41-38","31962","15421","16541"
